Restaurants_Name,Cuisine,area,region,Discount,cost_of_two,ratings
Fifty 50,Multicuisine,"RMZ Ecoworld, Bellandur",South Bengaluru,25,2500,4.3
Fifty 50,Multicuisine,"RMZ Ecoworld, Bellandur",South Bengaluru,25,2500,4.3
Rooftop Dinning,Multicuisine,,,35,1200,4.0
Rooftop Dinning,Multicuisine,,,35,1200,4.0
The Royal Afghan,North West Frontier,ITC Windsor,Bengaluru,25,5500,4.8
The Royal Afghan,North West Frontier,ITC Windsor,Bengaluru,25,5500,4.8
The Lokum,"Turkish, Continental",Kalyan Nagar,North Bengaluru,35,1700,4.2
The Lokum,"Turkish, Continental",Kalyan Nagar,North Bengaluru,35,1700,4.2
YouMee,"Japanese, Pan Asian",,,40,2000,4.8
YouMee,"Japanese, Pan Asian",,,40,2000,4.8
Gatsby,Multicuisine,Bannerghatta Road,South Bengaluru,45,2000,4.3
Gatsby,Multicuisine,Bannerghatta Road,South Bengaluru,45,2000,4.3
Amicii,Multicuisine,100 Feet Road,East Bengaluru,25,4000,4.7
Amicii,Multicuisine,100 Feet Road,East Bengaluru,25,4000,4.7
Lohri,North Indian,Old Madras Road,East Bengaluru,25,1800,3.6
Lohri,North Indian,Old Madras Road,East Bengaluru,25,1800,3.6
Cafe Treat ,Multicuisine,The Pride Hotel,Bengaluru,40,2000,4.1
Cafe Treat ,Multicuisine,The Pride Hotel,Bengaluru,40,2000,4.1
Shaken & Stirred,"Finger Food, North Indian",Race Course Road,Central Bengaluru,35,2000,2.9
Shaken & Stirred,"Finger Food, North Indian",Race Course Road,Central Bengaluru,35,2000,2.9
AB's - Absolute Barbecues,"Barbeque, Multicuisine",Electronic City,South Bengaluru,25,2000,4.3
AB's - Absolute Barbecues,"Barbeque, Multicuisine",Electronic City,South Bengaluru,25,2000,4.3
Hangover,Multicuisine,HSR,South Bengaluru,40,2000,3.9
Hangover,Multicuisine,HSR,South Bengaluru,40,2000,3.9
Persian Pastries,Desserts,Brigade Road,Central Bengaluru,45,2000,5.0
Persian Pastries,Desserts,Brigade Road,Central Bengaluru,45,2000,5.0
Toca,Multicuisine,Brigade Road,Central Bengaluru,25,2000,4.2
Toca,Multicuisine,Brigade Road,Central Bengaluru,25,2000,4.2
CUR8,"Indian, Italian",Four Seasons Hotel,Bengaluru,45,3200,4.6
CUR8,"Indian, Italian",Four Seasons Hotel,Bengaluru,45,3200,4.6
Baluchi,Indian,The Lalit Ashok,Bengaluru,40,4000,4.0
Baluchi,Indian,The Lalit Ashok,Bengaluru,40,4000,4.0
Sutra,Finger Food,The Lalit Ashok,Bengaluru,40,2500,3.0
Sutra,Finger Food,The Lalit Ashok,Bengaluru,40,2500,3.0
Kebabs & Kurries,Indian,ITC Gardenia,Bengaluru,25,3500,4.5
Kebabs & Kurries,Indian,ITC Gardenia,Bengaluru,25,3500,4.5
The Market,Multicuisine,Marriott Executive Apartments,Bengaluru,25,2500,3.5
The Market,Multicuisine,Marriott Executive Apartments,Bengaluru,25,2500,3.5
Royal China,"Asian, Chinese",Ashok Nagar,Bengaluru,25,2500,4.4
Royal China,"Asian, Chinese",Ashok Nagar,Bengaluru,25,2500,4.4
Suka Brew & Kitchen,"Salad, North Indian, Chinese",Nagarbhavi,West Bengaluru,25,5000,4.1
Suka Brew & Kitchen,"Salad, North Indian, Chinese",Nagarbhavi,West Bengaluru,25,5000,4.1
Dakshin,South Indian,ITC Windsor,Bengaluru,25,6000,4.2
Dakshin,South Indian,ITC Windsor,Bengaluru,25,6000,4.2
Daily Sushi ,"Japanese, Pan Asian",Church Street,Central Bengaluru,25,3000,5.0
Daily Sushi ,"Japanese, Pan Asian",Church Street,Central Bengaluru,25,3000,5.0
The Lobby Lounge,Coffee and Tea,The Ritz-Carlton,Bengaluru,40,2600,4.0
The Lobby Lounge,Coffee and Tea,The Ritz-Carlton,Bengaluru,40,2600,4.0
4/1 Kitchen,Multicuisine,s Hotel,Bengaluru,40,950,4.0
4/1 Kitchen,Multicuisine,s Hotel,Bengaluru,40,950,4.0
The Gourmet Kitchen & Bar,Pan Asian,Hotel Ramanashree,Bengaluru,40,2000,4.0
The Gourmet Kitchen & Bar,Pan Asian,Hotel Ramanashree,Bengaluru,40,2000,4.0
BLR Brewing Co,Multicuisine,Whitefield,East Bengaluru,25,2000,4.4
BLR Brewing Co,Multicuisine,Whitefield,East Bengaluru,25,2000,4.4
RCB Bar & Cafe,"Cocktail Menu, Multicuisine",Ashok Nagar,Bengaluru,25,3000,4.3
RCB Bar & Cafe,"Cocktail Menu, Multicuisine",Ashok Nagar,Bengaluru,25,3000,4.3
Lobby Lounge,Cafe,Shangri-La,Bengaluru,35,2000,4.9
Lobby Lounge,Cafe,Shangri-La,Bengaluru,35,2000,4.9
Good Flippin' Burgers,American,Church Street,Central Bengaluru,25,1100,4.7
Good Flippin' Burgers,American,Church Street,Central Bengaluru,25,1100,4.7
Tom's Restaurant,Mangalorean,Brigade Road,Central Bengaluru,25,2000,4.8
Tom's Restaurant,Mangalorean,Brigade Road,Central Bengaluru,25,2000,4.8
Vintage Adda Resto Pub ,Multicuisine,Ashok Nagar,Bengaluru,25,1000,5.0
Vintage Adda Resto Pub ,Multicuisine,Ashok Nagar,Bengaluru,25,1000,5.0
"TECHiLA - Mexican Pub, Indian Twist",Multicuisine,Thanisandra,Bengaluru,40,2000,4.5
"TECHiLA - Mexican Pub, Indian Twist",Multicuisine,Thanisandra,Bengaluru,40,2000,4.5
The Reservoire,Multicuisine,Koramangala,South Bengaluru,35,2000,4.3
The Reservoire,Multicuisine,Koramangala,South Bengaluru,35,2000,4.3
Oasis Brewery,Multicuisine,Whitefield,East Bengaluru,25,1500,4.6
Oasis Brewery,Multicuisine,Whitefield,East Bengaluru,25,1500,4.6
The California Coffee,American,Ashok Nagar,Bengaluru,45,2000,1.0
The California Coffee,American,Ashok Nagar,Bengaluru,45,2000,1.0
You Mee,Pan Asian,,,35,2000,4.3
You Mee,Pan Asian,,,35,2000,4.3
Kwarter Klub,"Finger Food, Cocktail Menu",Nagawara,North Bengaluru,25,800,4.0
Kwarter Klub,"Finger Food, Cocktail Menu",Nagawara,North Bengaluru,25,800,4.0
Salvadores,"Cocktail Menu, Continental",MG Road,Central Bengaluru,35,2500,4.5
Salvadores,"Cocktail Menu, Continental",MG Road,Central Bengaluru,35,2500,4.5
Proxy - Resto Bar,Multicuisine,Kundalahalli,Bengaluru,50,2500,3.7
Proxy - Resto Bar,Multicuisine,Kundalahalli,Bengaluru,50,2500,3.7
High Ultra Lounge,Multicuisine,,,40,2000,4.2
High Ultra Lounge,Multicuisine,,,40,2000,4.2
IKOI Tokyo,"Bakery, Japanese",JP Nagar,South Bengaluru,25,1200,4.2
IKOI Tokyo,"Bakery, Japanese",JP Nagar,South Bengaluru,25,1200,4.2
La Utsav by Grand Mercure,Multicuisine,,,50,2000,4.3
La Utsav by Grand Mercure,Multicuisine,,,50,2000,4.3
Broadway - The Gourmet Theatre,Multicuisine,HSR,South Bengaluru,35,2000,4.6
Broadway - The Gourmet Theatre,Multicuisine,HSR,South Bengaluru,35,2000,4.6
Dobaraa Gastro Pub,Multicuisine,"Phoenix Mall Of Asia, Yelahanka",Bengaluru,40,2000,4.3
Dobaraa Gastro Pub,Multicuisine,"Phoenix Mall Of Asia, Yelahanka",Bengaluru,40,2000,4.3
Slounge,Finger Food,,,35,1000,4.0
Slounge,Finger Food,,,35,1000,4.0
The Grills,Multicuisine,Vividus Hotel,Bengaluru,35,2500,4.0
The Grills,Multicuisine,Vividus Hotel,Bengaluru,35,2500,4.0
Coffee Brew Hub,Multicuisine,Residency Road,Central Bengaluru,35,1000,4.0
Coffee Brew Hub,Multicuisine,Residency Road,Central Bengaluru,35,1000,4.0
Sly,Multicuisine,Frazer Town,Central Bengaluru,25,1200,4.0
Sly,Multicuisine,Frazer Town,Central Bengaluru,25,1200,4.0
Turkish Souk,Turkish,Jakkur,Central Bengaluru,25,1000,5.0
Turkish Souk,Turkish,Jakkur,Central Bengaluru,25,1000,5.0
"Shokudo, Japanese and Pan Asian Restaurant",Multicuisine,Jayanagar,South Bengaluru,25,2000,4.5
"Shokudo, Japanese and Pan Asian Restaurant",Multicuisine,Jayanagar,South Bengaluru,25,2000,4.5
Legacy Brewing Company,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,25,4000,4.5
Legacy Brewing Company,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,25,4000,4.5
1131 Bar & Kitchen,Multicuisine,100 Feet Road,East Bengaluru,35,2500,4.8
1131 Bar & Kitchen,Multicuisine,100 Feet Road,East Bengaluru,35,2500,4.8
Ration Room ,Multicuisine,RT Nagar,North Bengaluru,35,3000,4.5
Ration Room ,Multicuisine,RT Nagar,North Bengaluru,35,3000,4.5
The Verandah,Multicuisine,,,40,2000,4.2
The Verandah,Multicuisine,,,40,2000,4.2
Red Rhino,Multicuisine,Whitefield,East Bengaluru,40,2000,4.4
Red Rhino,Multicuisine,Whitefield,East Bengaluru,40,2000,4.4
Serious Slice ,Italian,Cunningham Road,Central Bengaluru,25,5000,4.7
Serious Slice ,Italian,Cunningham Road,Central Bengaluru,25,5000,4.7
Gawky Goose,"Multicuisine, Burgers",Murgesh Pallya,West Bengaluru,40,2500,4.4
Gawky Goose,"Multicuisine, Burgers",Murgesh Pallya,West Bengaluru,40,2500,4.4
1BHK,Multicuisine,Koramangala,South Bengaluru,25,2000,4.4
1BHK,Multicuisine,Koramangala,South Bengaluru,25,2000,4.4
Wild Pour ,Multicuisine,Hennur,North Bengaluru,35,2000,4.5
Wild Pour ,Multicuisine,Hennur,North Bengaluru,35,2000,4.5
Riko,South American,UB City,Central Bengaluru,25,1500,4.0
Riko,South American,UB City,Central Bengaluru,25,1500,4.0
Pincode by Kunal Kapur,Indian,,,25,2500,5.0
Pincode by Kunal Kapur,Indian,,,25,2500,5.0
Welcom Cafe Jacaranda,Multicuisine,"Welcomhotel By ITC Hotels, Richmond Road",Bengaluru,25,2500,2.7
Welcom Cafe Jacaranda,Multicuisine,"Welcomhotel By ITC Hotels, Richmond Road",Bengaluru,25,2500,2.7
Nothing Before Coffee,Cafe,Richmond Town,Central Bengaluru,35,2000,4.0
Nothing Before Coffee,Cafe,Richmond Town,Central Bengaluru,35,2000,4.0
Wow! Momo,Momos,Church Street,Central Bengaluru,40,2000,5.0
Wow! Momo,Momos,Church Street,Central Bengaluru,40,2000,5.0
Old Mill,Multicuisine,,,35,2000,4.4
Old Mill,Multicuisine,,,35,2000,4.4
Ahara,Indian,The Oterra,Bengaluru,35,4000,5.0
Ahara,Indian,The Oterra,Bengaluru,35,4000,5.0
Shift Lounge,Multicuisine,Singasandra,Bengaluru,50,2000,3.8
Shift Lounge,Multicuisine,Singasandra,Bengaluru,50,2000,3.8
The Chocolate Room,"Italian, Mediterranean",Kalyan Nagar,North Bengaluru,40,700,4.5
The Chocolate Room,"Italian, Mediterranean",Kalyan Nagar,North Bengaluru,40,700,4.5
The Pizza Bakery - Woodfired Sourdough,Multicuisine,New BEL Road,North Bengaluru,25,1500,4.6
The Pizza Bakery - Woodfired Sourdough,Multicuisine,New BEL Road,North Bengaluru,25,1500,4.6
BudBee Restobar BG Road,Multicuisine,Bannerghatta Road,South Bengaluru,40,1400,4.0
BudBee Restobar BG Road,Multicuisine,Bannerghatta Road,South Bengaluru,40,1400,4.0
Habba Kadal - Kashmiri Fine Dining Restaurant,Kashmiri,Whitefield,East Bengaluru,35,2000,4.2
Habba Kadal - Kashmiri Fine Dining Restaurant,Kashmiri,Whitefield,East Bengaluru,35,2000,4.2
Biergarten,Multicuisine,Koramangala,South Bengaluru,40,2000,4.5
Biergarten,Multicuisine,Koramangala,South Bengaluru,40,2000,4.5
Lush,Multicuisine,Renaissance,Bengaluru,35,2000,4.4
Lush,Multicuisine,Renaissance,Bengaluru,35,2000,4.4
Cubbon Pavilion,"All Day Dining, Multicuisine",ITC Gardenia,Bengaluru,25,2500,4.4
Cubbon Pavilion,"All Day Dining, Multicuisine",ITC Gardenia,Bengaluru,25,2500,4.4
Saffron,North Indian,Radisson Blu,Bengaluru,45,2500,4.5
Saffron,North Indian,Radisson Blu,Bengaluru,45,2500,4.5
Dum Pukht,Awadhi,ITC Windsor,Bengaluru,25,5000,4.5
Dum Pukht,Awadhi,ITC Windsor,Bengaluru,25,5000,4.5
Boche,Multicuisine,,,35,2000,3.0
Boche,Multicuisine,,,35,2000,3.0
Copper Finch,North Indian,Rajajinagar,West Bengaluru,35,1800,5.0
Copper Finch,North Indian,Rajajinagar,West Bengaluru,35,1800,5.0
Wow! China,Chinese,Church Street,Central Bengaluru,40,2000,4.0
Wow! China,Chinese,Church Street,Central Bengaluru,40,2000,4.0
Urban Fork,Cafe,Frazer Town,Central Bengaluru,40,800,4.0
Urban Fork,Cafe,Frazer Town,Central Bengaluru,40,800,4.0
Tangerine,Multicuisine,Davanam Sarovar Portico Suites,Bengaluru,45,2000,4.1
Tangerine,Multicuisine,Davanam Sarovar Portico Suites,Bengaluru,45,2000,4.1
Maverick & Farmer Coffee,Cafe,Ulsoor,East Bengaluru,35,2000,4.3
Maverick & Farmer Coffee,Cafe,Ulsoor,East Bengaluru,35,2000,4.3
The Burrow,"Italian, North Indian",Hotel 37th Crescent,Bengaluru,35,2000,5.0
The Burrow,"Italian, North Indian",Hotel 37th Crescent,Bengaluru,35,2000,5.0
Season Restaurant,Multicuisine,Richmond Town,Central Bengaluru,25,2000,4.0
Season Restaurant,Multicuisine,Richmond Town,Central Bengaluru,25,2000,4.0
Aromas of Asia,Multicuisine,Hotel 37th Crescent,Bengaluru,35,2000,3.0
Aromas of Asia,Multicuisine,Hotel 37th Crescent,Bengaluru,35,2000,3.0
11grams Coffee Roasters,Cafe,Church Street,Central Bengaluru,35,2000,5.0
11grams Coffee Roasters,Cafe,Church Street,Central Bengaluru,35,2000,5.0
Crossroads Cafe,Multicuisine,Brigade Road,Central Bengaluru,35,2000,5.0
Crossroads Cafe,Multicuisine,Brigade Road,Central Bengaluru,35,2000,5.0
Chambal,Indian,Church Street,Central Bengaluru,35,2000,5.0
Chambal,Indian,Church Street,Central Bengaluru,35,2000,5.0
Flavours of Bharat,Multicuisine,Sankey Road,North Bengaluru,35,2500,5.0
Flavours of Bharat,Multicuisine,Sankey Road,North Bengaluru,35,2500,5.0
Cocobolo,"Cocktail Menu, Multicuisine",New BEL Road,North Bengaluru,35,2000,3.9
Cocobolo,"Cocktail Menu, Multicuisine",New BEL Road,North Bengaluru,35,2000,3.9
Tea and Wine Lounge,"Finger Food, Desserts",Radisson Blu Atria,Bengaluru,35,1500,4.5
Tea and Wine Lounge,"Finger Food, Desserts",Radisson Blu Atria,Bengaluru,35,1500,4.5
Hitchki,Modern Indian,,,25,2000,4.2
Hitchki,Modern Indian,,,25,2000,4.2
Andhra Ruchulu,Multicuisine,Sankey Road,North Bengaluru,25,2000,4.6
Andhra Ruchulu,Multicuisine,Sankey Road,North Bengaluru,25,2000,4.6
ee Kavii,"Pan Asian, Continental",JP Nagar,South Bengaluru,35,2000,4.7
ee Kavii,"Pan Asian, Continental",JP Nagar,South Bengaluru,35,2000,4.7
The Coffee Brewery - Green Glen Layout,"Coffee and Tea, Cafe",Bellandur,South Bengaluru,35,2000,5.0
The Coffee Brewery - Green Glen Layout,"Coffee and Tea, Cafe",Bellandur,South Bengaluru,35,2000,5.0
Coco's Bar & Kitchen,Multicuisine,Church Street,Central Bengaluru,25,1200,4.3
Coco's Bar & Kitchen,Multicuisine,Church Street,Central Bengaluru,25,1200,4.3
 KoMaama Korean Restaurant,Korean,Brigade Road,Central Bengaluru,35,2000,4.0
 KoMaama Korean Restaurant,Korean,Brigade Road,Central Bengaluru,35,2000,4.0
Howl’n Pub,Multicuisine,Church Street,Central Bengaluru,35,1400,4.3
Howl’n Pub,Multicuisine,Church Street,Central Bengaluru,35,1400,4.3
"Atlantis - Brewpub, Cocktails & Kitchen",Multicuisine,HSR,South Bengaluru,25,2000,4.2
"Atlantis - Brewpub, Cocktails & Kitchen",Multicuisine,HSR,South Bengaluru,25,2000,4.2
Café du L'Amour (Cafe of Love),Multicuisine,Koramangala 4th Block,South Bengaluru,35,600,5.0
Café du L'Amour (Cafe of Love),Multicuisine,Koramangala 4th Block,South Bengaluru,35,600,5.0
The Veg & Veg,South Indian,Indiranagar,East Bengaluru,35,2000,4.9
The Veg & Veg,South Indian,Indiranagar,East Bengaluru,35,2000,4.9
Tyla - Brewery & Kitchen,"Finger Food, Cocktail Menu",JP Nagar,South Bengaluru,40,1800,4.3
Tyla - Brewery & Kitchen,"Finger Food, Cocktail Menu",JP Nagar,South Bengaluru,40,1800,4.3
Urban Solace,Multicuisine,Ulsoor,East Bengaluru,35,2000,4.0
Urban Solace,Multicuisine,Ulsoor,East Bengaluru,35,2000,4.0
Bootstrapped Cafe,"European, North Indian",Ashok Nagar,Bengaluru,35,2000,4.0
Bootstrapped Cafe,"European, North Indian",Ashok Nagar,Bengaluru,35,2000,4.0
The Wine Terrace,"American, European",Ulsoor,East Bengaluru,35,2000,4.0
The Wine Terrace,"American, European",Ulsoor,East Bengaluru,35,2000,4.0
Apna Dhaba,Multicuisine,Residency Road,Central Bengaluru,35,2000,4.0
Apna Dhaba,Multicuisine,Residency Road,Central Bengaluru,35,2000,4.0
Kazan Japanese Ramen,Japanese,Church Street,Central Bengaluru,25,2000,4.9
Kazan Japanese Ramen,Japanese,Church Street,Central Bengaluru,25,2000,4.9
Nakkshatra by Nagarjuna,"Multicuisine, Biryani",Marathahalli,East Bengaluru,35,2500,4.4
Nakkshatra by Nagarjuna,"Multicuisine, Biryani",Marathahalli,East Bengaluru,35,2500,4.4
Monarch Cafe,Multicuisine,Brigade Road,Central Bengaluru,35,1200,4.0
Monarch Cafe,Multicuisine,Brigade Road,Central Bengaluru,35,1200,4.0
CHA,Pan Asian,"Phoenix Mall Of Asia, Yelahanka",Bengaluru,40,2000,4.3
CHA,Pan Asian,"Phoenix Mall Of Asia, Yelahanka",Bengaluru,40,2000,4.3
Flavours,Multicuisine,Citadel Sarovar Portico,Bengaluru,35,2000,4.3
Flavours,Multicuisine,Citadel Sarovar Portico,Bengaluru,35,2000,4.3
Anjappar Chettinad Restaurant,Indian,Ashok Nagar,Bengaluru,35,2000,3.7
Anjappar Chettinad Restaurant,Indian,Ashok Nagar,Bengaluru,35,2000,3.7
Tiger Trail,Indian,Regenta Place Cunningham,Bengaluru,40,2000,4.1
Tiger Trail,Indian,Regenta Place Cunningham,Bengaluru,40,2000,4.1
Pret A Manger,Multicuisine,"Phoenix Mall Of Asia, Yelahanka",Bengaluru,45,800,4.0
Pret A Manger,Multicuisine,"Phoenix Mall Of Asia, Yelahanka",Bengaluru,45,800,4.0
Bologna Italian Restaurant,Italian,100 Feet Road,East Bengaluru,35,2000,4.5
Bologna Italian Restaurant,Italian,100 Feet Road,East Bengaluru,35,2000,4.5
Mahanagaram,Andhra,Kalyan Nagar,North Bengaluru,25,800,4.7
Mahanagaram,Andhra,Kalyan Nagar,North Bengaluru,25,800,4.7
Dobaraa ,Multicuisine,,,40,2000,4.1
Dobaraa ,Multicuisine,,,40,2000,4.1
Yummy Bee,Cafe,JP Nagar,South Bengaluru,35,1000,5.0
Yummy Bee,Cafe,JP Nagar,South Bengaluru,35,1000,5.0
Babylonia,Multicuisine,Koramangala 7th Block,South Bengaluru,45,2000,4.0
Babylonia,Multicuisine,Koramangala 7th Block,South Bengaluru,45,2000,4.0
Macaw By Stories,Multicuisine,,,40,2000,4.2
Macaw By Stories,Multicuisine,,,40,2000,4.2
The Whiskey Bar,"Pan Asian, Multicuisine",Radisson Blu Atria,Bengaluru,35,2500,3.0
The Whiskey Bar,"Pan Asian, Multicuisine",Radisson Blu Atria,Bengaluru,35,2500,3.0
The Porcupine,"Finger Food, Indian, Cocktail Menu",Indiranagar,East Bengaluru,25,1000,4.0
The Porcupine,"Finger Food, Indian, Cocktail Menu",Indiranagar,East Bengaluru,25,1000,4.0
Fat Owl,"Finger Food, Cocktail Menu",JP Nagar,South Bengaluru,35,1200,4.2
Fat Owl,"Finger Food, Cocktail Menu",JP Nagar,South Bengaluru,35,1200,4.2
46 Ounces,Multicuisine,Old Madras Road,East Bengaluru,35,1200,5.0
46 Ounces,Multicuisine,Old Madras Road,East Bengaluru,35,1200,5.0
Thelagram,Indian,JP Nagar,South Bengaluru,35,2000,4.1
Thelagram,Indian,JP Nagar,South Bengaluru,35,2000,4.1
Vesparo-Pulse,Multicuisine,100 Feet Road,East Bengaluru,35,2000,4.2
Vesparo-Pulse,Multicuisine,100 Feet Road,East Bengaluru,35,2000,4.2
Gold Rush Brews,Multicuisine,Old Madras Road,East Bengaluru,35,1600,4.2
Gold Rush Brews,Multicuisine,Old Madras Road,East Bengaluru,35,1600,4.2
Cavore,Modern Indian,Ashok Nagar,Bengaluru,25,5000,3.3
Cavore,Modern Indian,Ashok Nagar,Bengaluru,25,5000,3.3
Szechuan Dragon,Chinese,Basavanagudi,South Bengaluru,35,2000,5.0
Szechuan Dragon,Chinese,Basavanagudi,South Bengaluru,35,2000,5.0
Punjab Curry House,North Indian,,,35,2000,5.0
Punjab Curry House,North Indian,,,35,2000,5.0
Toro Brew House & Kitchen,Multicuisine,Sanjay Nagar,North Bengaluru,35,5000,4.1
Toro Brew House & Kitchen,Multicuisine,Sanjay Nagar,North Bengaluru,35,5000,4.1
Frozen Bottle,"Desserts, Beverages",Brigade Road,Central Bengaluru,35,2000,5.0
Frozen Bottle,"Desserts, Beverages",Brigade Road,Central Bengaluru,35,2000,5.0
Mykos,Multicuisine,Bannerghatta Road,South Bengaluru,35,1600,4.3
Mykos,Multicuisine,Bannerghatta Road,South Bengaluru,35,1600,4.3
Melange,Multicuisine,Radisson Blu,Bengaluru,45,2800,4.1
Melange,Multicuisine,Radisson Blu,Bengaluru,45,2800,4.1
The Pet People Cafe,American,HSR,South Bengaluru,35,2000,4.6
The Pet People Cafe,American,HSR,South Bengaluru,35,2000,4.6
Agni Sagar,North Indian,Seshadripuram,Central Bengaluru,35,2000,4.8
Agni Sagar,North Indian,Seshadripuram,Central Bengaluru,35,2000,4.8
Bangalore Adda,Multicuisine,New BEL Road,North Bengaluru,40,1500,3.3
Bangalore Adda,Multicuisine,New BEL Road,North Bengaluru,40,1500,3.3
Nysa Sky Bar,Multicuisine,Yelahanka,North Bengaluru,40,2000,4.8
Nysa Sky Bar,Multicuisine,Yelahanka,North Bengaluru,40,2000,4.8
Shibuya Xing (Shibuya Crossing),Multicuisine,Indiranagar,East Bengaluru,35,1500,4.0
Shibuya Xing (Shibuya Crossing),Multicuisine,Indiranagar,East Bengaluru,35,1500,4.0
Dublin,Irish,ITC Windsor,Bengaluru,25,3200,4.8
Dublin,Irish,ITC Windsor,Bengaluru,25,3200,4.8
Easy Tiger,"Cocktail Menu, American",Church Street,Central Bengaluru,25,2000,4.2
Easy Tiger,"Cocktail Menu, American",Church Street,Central Bengaluru,25,2000,4.2
Gladia Brewery & Kitchen,Multicuisine,Kaikondrahalli,Bengaluru,35,2500,4.4
Gladia Brewery & Kitchen,Multicuisine,Kaikondrahalli,Bengaluru,35,2500,4.4
Dolos Bar & Kitchen,Multicuisine,JP Nagar,South Bengaluru,40,2000,3.1
Dolos Bar & Kitchen,Multicuisine,JP Nagar,South Bengaluru,40,2000,3.1
Big Bean Cafe,Continental,Indiranagar,East Bengaluru,25,650,5.0
Big Bean Cafe,Continental,Indiranagar,East Bengaluru,25,650,5.0
Barrys Sky Lounge,Multicuisine,Kalyan Nagar,North Bengaluru,40,2000,4.0
Barrys Sky Lounge,Multicuisine,Kalyan Nagar,North Bengaluru,40,2000,4.0
Sando Club,"Thai, Fusion, Continental",Ashok Nagar,Bengaluru,35,800,4.0
Sando Club,"Thai, Fusion, Continental",Ashok Nagar,Bengaluru,35,800,4.0
M.s Dosa Corner,South Indian,MG Road,Central Bengaluru,35,2000,4.0
M.s Dosa Corner,South Indian,MG Road,Central Bengaluru,35,2000,4.0
Thai Boba,Beverages,Brigade Road,Central Bengaluru,35,300,4.0
Thai Boba,Beverages,Brigade Road,Central Bengaluru,35,300,4.0
Lickies Gelato - Ice Cream & Bubble Tea,"Ice Cream, Bubble Tea",Ashok Nagar,Bengaluru,35,2000,4.0
Lickies Gelato - Ice Cream & Bubble Tea,"Ice Cream, Bubble Tea",Ashok Nagar,Bengaluru,35,2000,4.0
Town Food,"Pizza, Burgers",Vasanth Nagar,Central Bengaluru,35,2000,4.0
Town Food,"Pizza, Burgers",Vasanth Nagar,Central Bengaluru,35,2000,4.0
Qube Cafe,Multicuisine,Church Street,Central Bengaluru,35,2000,4.0
Qube Cafe,Multicuisine,Church Street,Central Bengaluru,35,2000,4.0
Samosa Singh,Street Food,,,35,300,4.0
Samosa Singh,Street Food,,,35,300,4.0
Cafe 96,Fast Food,Vasanth Nagar,Central Bengaluru,35,2000,4.0
Cafe 96,Fast Food,Vasanth Nagar,Central Bengaluru,35,2000,4.0
Jigarthanda,Desserts,Old Madras Road,East Bengaluru,35,2000,4.0
Jigarthanda,Desserts,Old Madras Road,East Bengaluru,35,2000,4.0
Paddy Platter: Rice & Shine,Indian,Ashok Nagar,Bengaluru,35,2000,4.0
Paddy Platter: Rice & Shine,Indian,Ashok Nagar,Bengaluru,35,2000,4.0
Mama Shawarma,Multicuisine,MG Road,Central Bengaluru,35,2000,4.0
Mama Shawarma,Multicuisine,MG Road,Central Bengaluru,35,2000,4.0
Ovenly Bliss,"Bakery, Cafe",Vasanth Nagar,Central Bengaluru,35,400,4.0
Ovenly Bliss,"Bakery, Cafe",Vasanth Nagar,Central Bengaluru,35,400,4.0
Woffleday,"Beverages, Desserts",Vasanth Nagar,Central Bengaluru,35,2000,4.0
Woffleday,"Beverages, Desserts",Vasanth Nagar,Central Bengaluru,35,2000,4.0
New Metro Cafe,Coffee and Tea,Old Madras Road,East Bengaluru,35,2000,4.0
New Metro Cafe,Coffee and Tea,Old Madras Road,East Bengaluru,35,2000,4.0
Kalmane Koffees,Cafe,Brigade Road,Central Bengaluru,35,250,4.0
Kalmane Koffees,Cafe,Brigade Road,Central Bengaluru,35,250,4.0
Malabar Wala,Kerala,,,35,400,4.0
Malabar Wala,Kerala,,,35,400,4.0
Gelato Italiano,Ice Cream,,,35,2000,4.0
Gelato Italiano,Ice Cream,,,35,2000,4.0
Drunken Monkey,Beverages,Vasanth Nagar,Central Bengaluru,35,2000,4.0
Drunken Monkey,Beverages,Vasanth Nagar,Central Bengaluru,35,2000,4.0
Cafe Saranghae,Cafe,Ashok Nagar,Bengaluru,35,300,4.0
Cafe Saranghae,Cafe,Ashok Nagar,Bengaluru,35,300,4.0
Funky’s Town,Multicuisine,Brigade Road,Central Bengaluru,35,2000,4.0
Funky’s Town,Multicuisine,Brigade Road,Central Bengaluru,35,2000,4.0
Zubis Kitchen,"Chinese, North Indian",Ulsoor,East Bengaluru,35,2000,4.0
Zubis Kitchen,"Chinese, North Indian",Ulsoor,East Bengaluru,35,2000,4.0
Seoul Dak ,Korean,Koramangala,South Bengaluru,25,1000,4.0
Seoul Dak ,Korean,Koramangala,South Bengaluru,25,1000,4.0
Finca Cocktails & Culinary Craft,"Cocktail Menu, Multicuisine",Thanisandra,Bengaluru,35,1500,4.9
Finca Cocktails & Culinary Craft,"Cocktail Menu, Multicuisine",Thanisandra,Bengaluru,35,1500,4.9
Sky Garden,Multicuisine,Whitefield,East Bengaluru,45,2000,4.2
Sky Garden,Multicuisine,Whitefield,East Bengaluru,45,2000,4.2
Don't Tell Mama,Multicuisine,HSR,South Bengaluru,25,2000,4.1
Don't Tell Mama,Multicuisine,HSR,South Bengaluru,25,2000,4.1
